*,"Data were collected for the time period beginning January 2018, but exclude several months during the onset of the COVID-19 pandemic (i.e., March 2020-August 2020). In some cases, the funded state did not provide CDC enough months of data to calculate percent change. Rates are suppressed when based on <20 overdoses, thus no percent change is available; for more information, please see: Healthy People 2010 Criteria for Data Suppression",,,,,,,,,,,,,,,,,,,,,,
§,The state does not share data from syndromic surveillance systems with DOSE.,,,,,,,,,,,,,,,,,,,,,,
¶,State does not participate in OD2A DOSE ED data sharing.,,,,,,,,,,,,,,,,,,,,,,
**,"Certain comparisons include data from two syndromic surveillance systems; some differences between the systems exist, such as the percent of missing discharge diagnosis codes.",,,,,,,,,,,,,,,,,,,,,,
state,geo,stateSymbol,dataSymbol,startYear,startMonth,endYear,endMonth,allPercentageChange,opioidPercentageChange,heroinPercentageChange,stimulantPercentageChange,allIsSignificant,opioidIsSignificant,heroinIsSignificant,stimulantIsSignificant,allSignificance,opioidSignificance,heroinSignificance,stimulantSignificance,sex,ageRange,state_count,comparisonType
SD,US-SD,,*,2019,5,2019,6,2.26,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,6,2019,7,14.65,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,7,2019,8,-20.45,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,8,2019,9,11.23,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,9,2019,10,-6.28,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,10,2019,11,5.99,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,11,2019,12,-10.83,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2019,12,2020,1,7.54,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,1,2020,2,7.93,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,8,2020,9,-9.44,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,9,2020,10,-1.11,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,10,2020,11,-6.76,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,11,2020,12,15.32,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2020,12,2021,1,-2.2,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,1,2021,2,43.7,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,2,2021,3,-18.08,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,3,2021,4,-1.65,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,4,2021,5,1.54,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,5,2021,6,-11.52,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,6,2021,7,-19.32,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,7,2021,8,26.45,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,8,2021,9,6.76,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,9,2021,10,-15.27,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,10,2021,11,24.1,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,11,2021,12,-26.75,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2021,12,2022,1,3.72,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2022,1,2022,2,0.21,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
SD,US-SD,,*,2022,2,2022,3,35.9,suppressed,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthSD
TN,US-TN,,,2018,1,2018,2,3.88,-4.78,-10.76,1.27,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,2,2018,3,5.56,18.27,15.53,40.73,FALSE,TRUE,FALSE,TRUE,No Significant Change,Significant Increase,No Significant Change,Significant Increase,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,3,2018,4,-0.3,-7.47,-23.45,-17.71,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,4,2018,5,-2.13,-8.31,12.92,9.16,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,5,2018,6,13.61,33.06,54.48,9.73,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,6,2018,7,-3.33,-7.47,-20.76,-13.8,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,7,2018,8,-1.73,-2.67,7.29,22.05,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,8,2018,9,-5.9,-16.62,-23.57,-11.67,FALSE,TRUE,TRUE,FALSE,No Significant Change,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,9,2018,10,2.86,12.29,7.97,0.02,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,10,2018,11,1.53,10.7,8.78,10.27,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,11,2018,12,-4.93,-2.32,3.77,-10.15,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2018,12,2019,1,9.07,14.42,20.21,-3.09,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,1,2019,2,-4.11,-6.34,-12.81,22.63,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,2,2019,3,1.07,-4.5,-8.61,-14.44,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,3,2019,4,3.55,6.26,14.62,14.1,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,4,2019,5,3.88,4.81,1.12,0.44,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,5,2019,6,4.9,8.01,15.67,14.76,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,6,2019,7,-3.48,-0.16,0.64,-8.24,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,7,2019,8,-6.95,-15.62,-22.81,5.57,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,8,2019,9,4.55,2.49,-1.54,-16.51,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,9,2019,10,-3.98,7.88,-3.11,2.78,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,10,2019,11,1.8,-0.09,18.74,-8.78,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Increase,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,11,2019,12,-10.69,-15.13,-27.23,-3.76,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2019,12,2020,1,9.85,13.74,12.6,11.57,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2020,1,2020,2,4.83,0.06,7.77,3.31,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthTN
TN,US-TN,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthTN
TN,US-TN,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthTN
TN,US-TN,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthTN
TN,US-TN,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthTN
TN,US-TN,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,7Month2MonthTN
TN,US-TN,,,2020,8,2020,9,-6.02,-7.25,-6.86,-7.87,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2020,9,2020,10,6.69,9.64,6.93,0.06,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2020,10,2020,11,-7.01,-5.44,-14.27,-14.85,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2020,11,2020,12,-9.73,-8.36,2.69,-39.52,TRUE,FALSE,FALSE,TRUE,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,all,all,1,7Month2MonthTN
TN,US-TN,,,2020,12,2021,1,22.47,21.55,19.48,70.48,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,1,2021,2,1.78,-3.43,-8.89,-11.82,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,2,2021,3,6.74,12.61,19.11,39.76,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,3,2021,4,-7.77,-12.43,-20.17,2.16,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,4,2021,5,-7.74,-5.66,-1.96,-15.82,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,5,2021,6,-2.35,-4.46,-4.3,-11.48,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,6,2021,7,-2.9,-2.08,-7.75,-15.18,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,7,2021,8,-11.35,-11.83,-20.51,-5.92,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,8,2021,9,20.68,28.94,28.56,13.77,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,9,2021,10,4.69,2.98,4.16,14.87,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,10,2021,11,-10.35,-12.08,-13.29,-5.31,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,11,2021,12,-13.72,-13.18,-25.4,-11.26,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2021,12,2022,1,-6.22,-6.52,-0.09,-10.21,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TN,US-TN,,,2022,1,2022,2,28.18,23.95,28.67,47.27,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,all,all,1,7Month2MonthTN
TN,US-TN,,,2022,2,2022,3,5.71,12,8.19,7.02,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,7Month2MonthTN
TX,US-TX,¶,,2018,1,2018,2,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,2,2018,3,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,3,2018,4,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,4,2018,5,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,5,2018,6,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,6,2018,7,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,7,2018,8,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,8,2018,9,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,9,2018,10,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,10,2018,11,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,11,2018,12,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
TX,US-TX,¶,,2018,12,2019,1,unfunded,unfunded,unfunded,unfunded,FALSE,FALSE,FALSE,FALSE,Unfunded State,Unfunded State,Unfunded State,Unfunded State,all,all,1,7Month2MonthTX
